TransactionAmount,TransactionHour,TransactionDayOfWeek,IsWeekend,TransactionDistanceKm,CustomerAge,CityPopulation,TransactionCategoryEncoded,IsFraud
60.33,20,2,0,41.87750334401159,48.0,1563,5,0
15.55,9,6,1,87.76253771181997,70.0,489,11,0
5.05,18,4,0,109.36893804805521,43.0,178,6,0
4.46,18,6,1,78.8731167180978,46.0,5512,9,0
142.4,20,6,1,118.66813410452839,67.0,4049,7,0
13.56,12,3,0,60.653778728081456,101.0,9784,7,0
6.8,20,4,0,121.03914257618372,30.0,564,11,0
3.78,21,2,0,57.569544918890195,29.0,1075,6,0
66.11,15,2,0,103.97324821898391,52.0,1804,0,0
38.87,13,5,1,109.63384303145202,42.0,85,5,0
33.63,15,0,0,66.2609460754117,31.0,128715,0,0
35.63,10,4,0,96.11418876281628,75.0,427,8,0
42.84,0,3,0,30.634925993304172,63.0,9165,11,0
25.01,17,6,1,43.62799367037969,82.0,914,7,0
1.21,15,1,0,105.5033434424406,31.0,34153,9,0
43.6,3,6,1,70.75957698317806,37.0,71463,4,0
30.81,18,2,0,29.137466808624183,60.0,1420,0,0
1.4,23,0,0,48.651972343285244,54.0,765,6,0
8.9,1,5,1,67.14848862324756,54.0,255,8,0
54.35,21,0,0,111.46696340499838,48.0,149,5,0
76.15,22,0,0,101.95808897743461,32.0,2395,0,0
13.74,13,5,1,55.02220178469389,73.0,1631,10,0
14.69,17,1,0,61.30441384856017,43.0,540,6,0
1.17,20,6,1,17.045720995833246,26.0,1312922,9,0
51.5,14,0,0,91.32626308920285,63.0,269,10,0
1.16,19,0,0,100.21520262153072,31.0,93193,1,0
35.25,12,0,0,97.59630473665703,59.0,137,10,0
79.86,21,6,1,64.71225099288237,40.0,11432,7,0
1.64,3,0,0,87.3047564937346,96.0,3263,12,0
47.52,23,6,1,55.483264856075124,52.0,71485,0,0
72.18,19,4,0,79.37335634499595,43.0,2906700,0,0
5.44,19,6,1,110.4590715906459,66.0,1923,13,0
3.44,12,3,0,73.38574537803969,32.0,71335,12,0
8.17,18,1,0,57.39315908744929,39.0,5211,8,0
45.2,5,5,1,101.04225666591731,39.0,46,2,0
32.84,16,3,0,66.28069372107775,72.0,337,7,0
1.87,20,3,0,100.90894932494128,46.0,21902,13,0
97.47,3,0,0,95.34745598212439,50.0,3776,4,0
141.32,21,6,1,35.19018892233947,32.0,214703,7,0
62.33,23,3,0,103.6801693197732,28.0,4159,6,0
53.17,3,2,0,111.2431867884085,33.0,2691,9,0
104.04,16,6,1,72.24781953236702,80.0,184,5,0
56.23,15,2,0,86.90914502397526,48.0,5760,6,0
230.75,17,6,1,89.29067869962361,80.0,450,5,0
88.78,18,2,0,23.09026109887134,28.0,6703,1,0
68.39,3,0,0,84.33188084767473,53.0,4471,4,0
178.94,1,0,0,47.945486964607355,70.0,239,4,0
19.08,22,2,0,83.72049804284943,41.0,94014,0,0
69.15,22,6,1,59.11964473626901,54.0,54287,5,0
94.05,7,4,0,76.680209881154,54.0,743,4,0
28.62,12,5,1,79.29861998970274,41.0,76383,5,0
73.18,19,6,1,62.6677467783036,46.0,21902,1,0
150.19,20,6,1,16.46787224720387,92.0,276002,6,0
6.94,3,4,0,33.39823137085244,63.0,222,12,0
6.5,3,5,1,101.81914925976719,56.0,1979,9,0
33.62,17,0,0,26.56957827142655,38.0,606,12,0
1.71,19,0,0,115.19721620082566,48.0,1563,10,0
28.77,13,6,1,110.07040578114544,31.0,218,5,0
70.13,3,0,0,66.38830094089228,49.0,11250,4,0
35.4,20,5,1,118.72511743911352,53.0,2121,7,0
155.05,9,4,0,70.19800992224148,60.0,516,4,0
16.74,21,6,1,92.79455234332787,92.0,5648,6,0
9.03,19,6,1,11.72446500401973,41.0,1970,12,0
59.78,13,1,0,125.15216160167883,73.0,1631,10,0
65.42,0,3,0,26.038285358939223,39.0,32891,4,0
45.06,23,1,0,67.70390751635784,42.0,13602,1,0
97.66,15,3,0,67.47252907817148,55.0,2526,0,0
76.39,14,0,0,95.50459958358263,39.0,737,5,0
60.92,23,0,0,48.93291580795069,89.0,2258,5,0
18.73,14,6,1,56.742079544218754,58.0,2470,6,0
86.94,14,6,1,96.97866386730459,55.0,84106,12,0
7.21,23,2,0,96.07291820067941,37.0,2368,11,0
144.66,6,4,0,64.14226848704534,71.0,1312,4,0
24.42,15,0,0,112.20390703213998,25.0,92608,0,0
205.34,18,5,1,116.12373260141015,40.0,601723,5,0
128.58,4,3,0,92.23809707652198,82.0,258,4,0
97.73,4,0,0,69.18520273797446,44.0,1789,4,0
2.53,18,0,0,24.74800534342922,28.0,3202,12,0
36.75,20,1,0,58.093056907141545,63.0,2078,1,0
5.21,23,3,0,81.99687353144198,21.0,163415,11,0
10.53,23,0,0,97.7945600043954,41.0,19685,6,0
5.86,14,0,0,113.64813714451702,58.0,744,7,0
41.67,11,4,0,122.66064884448151,31.0,733,2,0
31.75,8,4,0,75.80762665150722,44.0,782,9,0
78.23,14,6,1,102.58303658487084,36.0,419,5,0
59.97,19,6,1,121.89614269510217,28.0,10295,6,0
161.52,17,0,0,116.67782456563573,53.0,687276,9,0
79.61,21,5,1,64.96760530870807,49.0,16183,6,0
1.41,19,0,0,6.558462029600343,23.0,1512,5,0
6.15,9,5,1,131.95623608532458,74.0,1078,11,0
2.26,4,0,0,55.361235268623105,67.0,1131,12,0
5.19,16,0,0,96.87124582155027,86.0,61,13,0
55.12,2,0,0,40.89940690717812,85.0,36784,2,0
15.68,13,6,1,53.00493652840348,64.0,207,5,0
30.06,12,4,0,71.73062660837033,66.0,1506,1,0
2.23,15,0,0,50.232739461066274,35.0,4575,11,0
76.18,5,0,0,103.48736460515188,60.0,1420,2,0
393.04,14,1,0,89.04675076049254,52.0,645,13,0
8.76,23,6,1,42.07765317507079,43.0,2644,13,0
37.05,11,1,0,13.030565231037587,34.0,53,9,0
28.8,6,0,0,62.6938188658289,45.0,2644,3,0
7.93,17,6,1,97.07287011360853,50.0,1595797,12,0
25.95,22,6,1,127.23500865522816,39.0,1334,10,0
1.44,16,2,0,107.8802202264304,39.0,32891,11,0
94.24,11,0,0,38.35029702008573,53.0,5507,3,0
69.2,20,1,0,94.91675314927812,55.0,413574,10,0
22.85,15,4,0,29.51449516073785,36.0,4056,11,0
15.08,22,0,0,75.39170152888234,45.0,47249,10,0
9.76,2,6,1,21.846742392017234,74.0,736284,9,0
63.1,6,4,0,28.571509167112794,69.0,828,3,0
9.12,8,4,0,83.79211051344967,74.0,736284,12,0
115.21,0,5,1,89.45004884859243,71.0,932,4,0
38.49,1,6,1,124.28741625524319,44.0,172817,4,0
11.45,21,6,1,78.05449270074712,26.0,111,10,0
14.73,17,6,1,98.589972916995,26.0,111,5,0
89.25,18,1,0,22.038152557202267,37.0,71463,1,0
53.11,15,3,0,97.39251806272792,47.0,276002,0,0
50.74,4,4,0,120.24771936722895,42.0,2060,3,0
96.3,0,6,1,134.31494253840157,48.0,407,11,0
160.39,19,0,0,26.227716541538737,29.0,2408,9,0
433.0,16,2,0,77.01823626088854,31.0,1770,13,0
22.95,22,5,1,74.28875243249705,58.0,248,5,0
40.71,4,4,0,58.8833307183891,60.0,1606,2,0
5.23,17,2,0,113.08545725899934,53.0,5507,9,0
92.93,16,2,0,36.81377792891843,59.0,641349,7,0
2.4,18,5,1,104.51984715193981,38.0,151815,13,0
39.0,6,6,1,83.69564494731016,70.0,1892,3,0
139.35,6,4,0,42.26763103372088,56.0,1979,4,0
57.99,8,2,0,41.93729762733158,36.0,217,2,0
415.3,22,4,0,89.26593741724005,44.0,1789,8,0
27.52,19,5,1,84.2044945054222,53.0,725,0,0
68.99,6,3,0,89.12909425012435,54.0,765,2,0
52.7,11,4,0,93.59743736160549,62.0,6581,11,0
1.1,11,1,0,91.41021003398413,39.0,2872,9,0
1.27,3,6,1,104.07018653338403,85.0,68211,12,0
4.3,16,3,0,52.897323674624324,29.0,276896,9,0
133.68,17,6,1,90.73917443054219,34.0,4512,0,0
8.86,12,1,0,15.336350278665597,72.0,695,13,0
5.48,11,6,1,107.81297935801275,57.0,215,11,0
3.54,12,4,0,97.8589533406308,53.0,302,12,0
5.46,23,5,1,107.7020846881345,49.0,1051,8,0
182.72,21,1,0,48.7868435869823,53.0,725,7,0
65.63,3,3,0,100.3922641013131,68.0,23045,8,0
3.07,5,6,1,85.62457117672881,79.0,443,8,0
4.09,22,2,0,44.210357303123466,27.0,895,13,0
46.5,3,3,0,67.36992347233429,29.0,230,4,0
165.88,6,0,0,88.81254031843953,49.0,4726,8,0
2.89,23,0,0,87.54650655367536,54.0,54287,12,0
7.21,19,6,1,98.81428365425731,33.0,116001,12,0
26.95,14,0,0,133.61632025702613,38.0,88735,7,0
60.9,10,2,0,67.81895605946096,52.0,5621,3,0
43.7,3,4,0,65.65831912011093,58.0,78968,2,0
29.56,14,3,0,76.45640983520367,80.0,95015,6,0
58.17,3,3,0,105.66194901200983,42.0,6006,4,0
105.92,2,1,0,59.74392530164498,79.0,6018,8,0
94.11,18,6,1,97.59798866746077,48.0,10076,5,0
147.52,15,4,0,90.50046061195293,52.0,1804,12,0
55.13,2,4,0,46.22152280760951,49.0,4090,2,0
31.33,5,0,0,64.42913850559091,54.0,1261,9,0
100.04,10,0,0,89.63648551996735,57.0,92294,4,0
8.21,17,3,0,69.30101188860517,60.0,519,5,0
9.11,4,6,1,72.68993159635023,69.0,4161,11,0
10.66,18,1,0,54.35318692969588,21.0,267,10,0
165.76,23,6,1,25.20203039869461,53.0,105549,5,0
64.56,21,2,0,87.35942061243541,97.0,52126,7,0
107.97,5,4,0,45.36555390391765,85.0,4593,4,0
2.14,18,0,0,126.1370399558871,31.0,518429,7,0
1.38,6,6,1,82.69097202470257,58.0,744,11,0
33.04,4,0,0,99.89893060780342,32.0,2395,9,0
199.52,1,0,0,80.85453244025352,61.0,1791,8,0
340.06,21,6,1,88.67397494185535,42.0,21134,12,0
8.47,5,6,1,76.09946266184637,63.0,67082,12,0
18.49,22,2,0,59.29456311054832,68.0,1196,6,0
69.1,12,2,0,54.75887704374725,28.0,9594,4,0
1.16,12,2,0,97.36990056144838,51.0,5548,10,0
264.51,10,5,1,122.18011294194356,49.0,378909,8,0
8.75,12,5,1,119.42340247018929,25.0,92608,13,0
104.93,17,6,1,13.147663410088498,60.0,2471,6,0
80.98,17,4,0,124.30024709267475,65.0,3876,6,0
6.65,15,0,0,110.28678348908333,71.0,76,5,0
17.96,18,6,1,103.4176016699795,32.0,391389,12,0
18.82,16,5,1,80.89781320103704,57.0,25459,7,0
111.31,11,2,0,27.601480478741493,76.0,331,11,0
24.57,18,0,0,65.67380873643751,100.0,798,6,0
43.88,22,5,1,50.67548187673351,39.0,5657,10,0
5.18,5,6,1,89.15043374286829,71.0,932,8,0
38.34,1,5,1,92.35631517042458,60.0,2471,3,0
155.0,1,2,0,50.880603253047504,61.0,470,4,0
67.19,19,1,0,80.9752247676063,62.0,6581,6,0
7.83,13,5,1,90.65299770465286,60.0,2471,0,0
15.22,21,4,0,23.423772323846435,41.0,35439,7,0
71.41,20,6,1,14.567577103935351,36.0,1946,0,0
6.53,22,5,1,105.37451504106288,49.0,3996,12,0
56.22,22,5,1,88.723648012145,34.0,5875,10,0
54.78,14,1,0,121.49613826932732,34.0,128354,12,0
1.57,1,6,1,37.62562570265605,91.0,73,11,0
5.36,2,3,0,75.40272277901504,62.0,2317,12,0
21.75,0,6,1,111.28185079284393,54.0,55581,3,0
58.99,17,5,1,61.40827998444162,68.0,118,7,0
52.63,4,5,1,86.21188492330177,75.0,104396,12,0
50.01,21,5,1,70.58103756774032,82.0,914,1,0
470.77,17,4,0,40.44515706510626,51.0,824,13,0
15.4,15,3,0,65.27007700151114,48.0,149,6,0
138.1,1,2,0,94.79117759832897,38.0,888,4,0
12.11,19,5,1,82.37381383665749,72.0,969,7,0
9.84,22,0,0,111.49044656987574,74.0,1078,5,0
173.72,22,5,1,99.52272231935635,62.0,11751,7,0
63.22,23,1,0,57.51484852303143,67.0,2383912,1,0
8.75,18,4,0,81.66642862711161,42.0,1523,6,0
75.79,0,0,0,30.665194864112962,62.0,11751,2,0
3.67,5,5,1,38.5920270280876,64.0,9993,9,0
82.93,22,0,0,76.9381649015068,76.0,331,7,0
1.57,12,5,1,43.69405420341647,52.0,5621,12,0
7.72,17,5,1,87.50943658688895,56.0,601723,13,0
39.59,10,0,0,113.70978044262479,40.0,1679,2,0
165.55,19,6,1,74.04309102472322,26.0,1312922,12,0
109.61,6,1,0,24.90063083394776,38.0,1847,4,0
63.82,20,6,1,51.94182888633151,29.0,972,6,0
49.04,22,3,0,87.77933870828757,66.0,861,7,0
109.41,20,6,1,97.03708542821428,84.0,2328,6,0
9.61,7,6,1,36.335765936833106,98.0,8019,12,0
23.31,13,0,0,91.24672461757957,58.0,743,10,0
1.24,21,1,0,48.782645709081315,39.0,32891,11,0
50.95,6,5,1,95.94948194595969,26.0,28739,2,0
76.64,0,6,1,129.01723315951702,27.0,3807,2,0
27.49,20,2,0,59.792262693876886,60.0,129,6,0
5.53,14,2,0,65.04936273792784,32.0,2456,1,0
45.62,22,5,1,68.99349029331867,27.0,895,0,0
50.91,23,1,0,93.0111207940896,25.0,4198,8,0
71.97,3,5,1,84.22655891684083,66.0,24840,2,0
92.01,19,1,0,81.22015923096667,60.0,653,1,0
4.86,21,6,1,36.17557247659768,41.0,718,11,0
63.15,0,3,0,104.44533716523749,85.0,1472,2,0
70.27,10,0,0,55.375905488419825,75.0,8512,2,0
84.8,22,5,1,103.28181351240957,38.0,477,6,0
80.98,14,4,0,76.57972401364756,85.0,2443,0,0
1.49,17,1,0,85.37099252876374,32.0,4354,9,0
88.43,17,6,1,88.47207101189152,86.0,61,1,0
60.0,23,3,0,87.59334499738031,55.0,34882,1,0
131.5,12,6,1,57.65391377672663,50.0,19054,0,0
22.21,13,1,0,99.95520316277374,45.0,836,0,0
1.54,6,3,0,53.604335991373596,64.0,38912,9,0
9.84,12,6,1,59.748654716124356,38.0,35371,11,0
55.37,2,0,0,50.55649581043066,26.0,8874,2,0
107.85,14,1,0,93.97870933914011,54.0,55581,6,0
55.11,15,0,0,89.41225114498197,70.0,260,0,0
119.61,19,3,0,94.07417466277766,35.0,498,5,0
70.73,22,1,0,67.03119013228321,45.0,124967,0,0
17.67,17,5,1,88.58672129142784,51.0,1807,5,0
59.23,12,5,1,83.42893446545595,53.0,687276,5,0
64.16,7,5,1,10.824185912369,68.0,1196,0,0
1.57,18,2,0,46.60436552056129,71.0,355,10,0
2.25,7,2,0,108.6015421873435,96.0,3263,0,0
73.35,21,6,1,80.68276956441171,54.0,53,0,0
229.33,21,6,1,62.91503652570792,55.0,753116,12,0
178.06,22,2,0,120.53120175386303,67.0,1131,0,0
71.13,22,1,0,121.24970406286371,48.0,3279,0,0
40.87,14,4,0,111.31517538078631,77.0,2661,7,0
98.02,2,0,0,65.96767333645474,54.0,1760,4,0
31.01,17,5,1,70.65877185128345,57.0,663,0,0
69.27,7,5,1,93.79036135903688,66.0,1506,2,0
122.93,8,0,0,90.56218018283357,65.0,320,4,0
41.31,12,1,0,78.91850272445525,28.0,1423,9,0
79.49,2,3,0,91.34992737856196,58.0,10256,12,0
61.68,2,0,0,76.64076023357983,70.0,1892,2,0
78.6,13,0,0,11.568142358018672,39.0,832,6,0
78.37,16,6,1,65.39901754733376,43.0,229,10,0
99.64,10,1,0,47.26506083173222,61.0,269,2,0
68.45,12,0,0,12.74547224585441,42.0,27971,6,0
52.42,14,5,1,43.44087981191904,76.0,467,7,0
22.51,14,1,0,69.55668082824208,45.0,47249,1,0
7.87,23,5,1,92.30532380717332,64.0,103927,10,0
52.17,7,5,1,88.61543174415428,51.0,18182,4,0
9.22,14,4,0,123.31685476140476,55.0,413574,5,0
6.61,0,5,1,112.1316335815132,57.0,92294,12,0
45.55,18,5,1,54.31008062808095,32.0,391389,10,0
3.58,23,5,1,26.567611752867666,50.0,190249,13,0
78.73,21,2,0,74.90819157892983,80.0,2518,1,0
58.94,9,1,0,58.9875378295796,31.0,67858,4,0
6.05,15,4,0,35.21016336802938,33.0,238602,12,0
571.26,12,6,1,15.228359863834024,52.0,645,13,0
210.02,3,0,0,118.28645822204346,42.0,59744,4,0
66.72,11,5,1,51.93888563919791,99.0,633,2,0
38.52,18,6,1,108.82160357644833,33.0,9496,7,0
25.22,14,3,0,59.85764955851279,62.0,923,1,0
472.76,21,6,1,80.98911462747427,44.0,823,13,0
461.17,16,6,1,39.48207375959402,43.0,540,9,0
61.14,10,2,0,36.1961027365524,78.0,1190,11,0
292.07,23,1,0,81.45527155163437,66.0,927396,4,1
102.4,7,4,0,47.85247475862912,32.0,2456,4,0
28.34,18,2,0,128.64064948878175,59.0,1628,6,0
28.03,0,5,1,107.10807401117698,33.0,19408,4,0
63.31,10,1,0,105.68652241845916,54.0,255,2,0
69.1,13,3,0,50.55391662801378,29.0,230,0,0
45.13,8,6,1,84.38307177637058,51.0,1810,2,0
4.79,14,5,1,92.11984446831951,49.0,346,8,0
6.34,14,3,0,75.31962572411626,84.0,2328,13,0
68.47,22,3,0,5.821028894278287,50.0,3776,1,0
49.92,3,0,0,69.88941812073537,41.0,20328,3,0
7.07,19,1,0,116.88639504124667,38.0,338,11,0
43.9,16,3,0,84.83885549136033,86.0,1363,6,0
2.15,19,0,0,73.30286726638937,65.0,13422,10,0
92.2,6,0,0,81.2459482852208,36.0,316665,2,0
5.86,21,5,1,73.28192938821418,64.0,370,13,0
4.67,20,3,0,57.34441790414752,28.0,9594,8,0
1.23,12,1,0,107.39954946500181,35.0,69,13,0
77.95,22,4,0,13.381234813575302,48.0,1446,5,0
8.61,8,5,1,12.905378963387557,51.0,5548,8,0
156.66,19,6,1,94.45122408187518,58.0,743,5,0
493.5,16,6,1,29.788908629719575,31.0,1770,13,0
81.31,2,3,0,82.72699054916637,62.0,192,2,0
73.22,23,6,1,14.870357092643575,38.0,888,1,0
91.44,22,3,0,83.84123281649623,40.0,741,6,0
35.07,14,0,0,78.69488336327272,74.0,254282,10,0
44.85,9,2,0,31.50180604426887,84.0,60,2,0
16.26,19,0,0,130.89952236854526,54.0,270712,6,0
31.46,23,2,0,92.12525712165692,50.0,910148,5,0
9.55,3,2,0,76.06168470677373,59.0,680,12,0
7.52,14,0,0,64.5827753710265,51.0,18182,6,0
239.05,10,2,0,63.553022648361456,35.0,8830,4,0
79.84,4,0,0,120.90046297450107,26.0,1312922,2,0
4.22,20,0,0,91.43691438568148,42.0,3451,9,0
207.24,13,3,0,121.68668260244971,50.0,1595797,10,0
150.48,11,3,0,63.35827196441619,40.0,1140,12,0
74.36,0,6,1,122.61614545413292,95.0,2807,2,0
5.69,21,6,1,17.813865979376665,28.0,1423,13,0
433.89,21,6,1,70.47238676923683,51.0,964,13,0
3.17,13,1,0,86.58897068798235,70.0,207,5,0
54.14,0,2,0,114.01797059888753,88.0,376,2,0
55.34,17,6,1,61.5090812508294,39.0,910148,9,0
2.65,15,4,0,83.47553547764487,43.0,1930,12,0
52.15,3,0,0,120.65581120414376,55.0,753116,9,0
3.95,4,0,0,28.00911342169052,100.0,798,11,0
11.3,17,5,1,96.81891006521577,51.0,35299,6,0
6.82,8,3,0,99.45041948363951,68.0,118,12,0
777.65,15,6,1,95.33698132339542,54.0,743,11,0
10.16,12,6,1,53.63804962836959,78.0,1190,10,0
79.89,9,2,0,38.87842151258757,39.0,16163,2,0
53.63,16,6,1,95.29345067905565,81.0,165,1,0
58.7,5,6,1,62.93099863322112,66.0,927396,2,0
107.24,0,1,0,70.1076701672081,48.0,168,8,0
77.83,1,0,0,74.1115291555251,60.0,1383,2,0
428.22,17,0,0,41.59430743432803,45.0,124967,9,0
37.9,18,4,0,49.257589088997584,57.0,568,10,0
33.32,1,1,0,93.35313967980304,39.0,32891,4,0
77.26,10,6,1,90.77120827823838,96.0,3263,2,0
101.75,20,6,1,58.672996378788355,51.0,18182,6,0
650.45,11,0,0,46.26344672053444,90.0,1288,8,0
440.96,6,5,1,119.7733007006327,62.0,11751,9,0
8.01,7,2,0,58.12016193243596,32.0,4354,8,0
106.41,19,5,1,19.407091235974935,54.0,55581,7,0
42.16,9,0,0,76.43792796384409,28.0,166081,3,0
7.09,16,2,0,126.21348683068014,51.0,1810,10,0
9.14,22,6,1,70.55619588950177,38.0,545147,6,0
3.74,20,3,0,28.51329526826773,52.0,5621,12,0
22.55,19,1,0,65.27556531324657,86.0,1363,7,0
35.93,10,4,0,33.500203231583555,51.0,35299,2,0
157.28,9,6,1,40.933707427557245,63.0,91,4,0
50.4,21,6,1,103.00355721797509,62.0,6581,1,0
74.88,6,3,0,71.16472640091615,37.0,2368,2,0
6.08,12,1,0,37.07060157097166,47.0,757530,8,0
61.05,19,6,1,94.9150500998929,49.0,26551,0,0
57.59,18,6,1,121.46158573867226,45.0,222785,5,0
1.39,2,0,0,112.53733785444373,58.0,156391,12,0
4.13,19,0,0,99.31383853182317,48.0,158701,5,0
2.29,11,5,1,106.47569378768898,64.0,38912,11,0
84.54,5,6,1,11.470399495927689,50.0,3776,2,0
4.45,16,4,0,90.65902196663806,41.0,718,12,0
71.96,12,6,1,81.54931500172987,43.0,2906700,5,0
96.01,9,3,0,87.75715988711251,98.0,1063,4,0
96.14,9,2,0,104.63135261397188,66.0,214518,2,0
47.2,3,2,0,87.12595698152103,47.0,595,9,0
128.71,7,6,1,35.233034940874475,65.0,2158,4,0
45.43,11,0,0,86.81627767356784,53.0,5927,4,0
768.84,22,5,1,80.5948449925715,80.0,2290,8,1
89.26,11,6,1,103.08341480074527,35.0,828,4,0
9.49,14,4,0,84.82437297672043,47.0,757530,9,0
34.13,18,6,1,52.04401309480918,39.0,12335,1,0
75.42,14,0,0,29.40039762077537,45.0,49,0,0
82.44,19,4,0,108.92749017058185,33.0,238602,7,0
40.29,15,2,0,114.7914643430622,40.0,2501,10,0
95.3,5,0,0,71.17504345753184,75.0,104396,2,0
4.42,15,6,1,99.39794613940161,36.0,77,5,0
2.64,3,6,1,78.45239428313327,79.0,673342,11,0
11.48,12,1,0,38.37944711185593,84.0,864,5,0
358.26,15,5,1,80.25989478909848,49.0,3996,0,0
49.68,11,4,0,104.70147482216984,54.0,922,2,0
221.08,8,6,1,73.31707669096726,64.0,103927,9,0
67.77,15,0,0,25.781384804001956,48.0,149,7,0
13.93,14,6,1,86.09620181389757,69.0,1426,10,0
12.28,16,6,1,105.86747433666449,48.0,149,7,0
15.06,0,0,0,119.39765093456977,76.0,1100,11,0
164.27,14,5,1,98.3173400825153,56.0,34496,12,0
4.64,13,4,0,95.11593326035062,50.0,3776,11,0
174.36,21,0,0,69.95192762920993,29.0,2408,12,0
43.52,22,4,0,107.27864200399044,54.0,55581,10,0
42.37,13,5,1,38.03430161542474,78.0,1190,10,0
30.29,2,4,0,136.41371127586572,38.0,35371,3,0
2.97,12,6,1,107.12367081860285,54.0,528,6,0
63.57,9,0,0,108.83078574451729,68.0,937,2,0
64.36,23,0,0,62.0963709944223,49.0,4726,6,0
13.66,23,5,1,12.112467753990991,42.0,6006,8,0
9.43,2,1,0,42.21718729789704,71.0,1312,9,0
120.3,6,2,0,99.27936847013436,38.0,338,4,0
46.92,5,6,1,97.04463269742428,64.0,1143,2,0
85.93,0,6,1,94.83238683173992,99.0,16305,1,0
29.84,17,0,0,35.94030518051099,59.0,344,5,0
107.23,9,6,1,60.68332306639071,72.0,133,4,0
8.09,13,4,0,93.68223861040869,35.0,520,13,0
99.91,5,0,0,59.41040209323923,74.0,736284,2,0
10.66,17,6,1,80.10543133379007,43.0,328,11,0
90.05,7,5,1,98.05558778417742,41.0,760,4,0
60.89,2,6,1,75.81830832838655,54.0,922,2,0
9.66,14,5,1,33.054618513756786,56.0,1979,10,0
78.75,20,1,0,104.82801182732835,63.0,91,5,0
9.33,21,0,0,2.431603412040302,33.0,30770,1,0
74.99,18,3,0,103.49122485533796,44.0,143,5,0
3.28,23,6,1,84.07635299671534,97.0,19090,5,0
1.38,22,0,0,94.12758342676193,53.0,749635,11,0
41.77,14,6,1,54.20173965381105,41.0,20328,5,0
63.26,23,1,0,69.2987458275727,65.0,247,1,0
5.0,15,4,0,77.03617655391227,41.0,824,11,0
9.55,21,5,1,86.6456145338446,38.0,1847,13,0
26.5,20,5,1,115.20536864620871,46.0,134056,6,0
3.23,22,0,0,81.43494438526763,35.0,1382480,12,0
81.92,21,2,0,110.2156839475423,46.0,21902,7,0
107.15,4,2,0,78.33091132866092,59.0,680,4,0
5.93,23,2,0,69.56295486957195,54.0,863,11,0
214.23,0,0,0,106.48772848477607,33.0,123373,4,0
8.44,22,4,0,29.09500340717799,86.0,145,1,0
7.33,23,3,0,123.9274403298184,37.0,341043,12,0
94.46,23,6,1,15.811892749679334,21.0,267,0,0
21.67,16,2,0,97.74632252844332,66.0,478,7,0
34.78,19,5,1,64.78730253163081,49.0,7155,5,0
3.74,19,5,1,110.28328681275039,28.0,17867,1,0
10.36,14,6,1,38.43764699405692,56.0,551,1,0
46.16,8,1,0,55.77446930283119,95.0,397,2,0
61.94,9,0,0,51.194662300441,45.0,2644,4,0
91.84,2,5,1,116.61866086589808,25.0,4198,2,0
10.48,13,0,0,121.6009957215432,28.0,1689,11,0
173.99,19,3,0,95.56527728126872,56.0,34496,7,0
152.9,13,1,0,100.13973242861556,54.0,454,7,0
11.5,18,5,1,86.35804502539999,53.0,190178,0,0
126.54,22,5,1,84.9718037023983,97.0,52126,7,0
64.59,5,0,0,109.74165870624716,39.0,910148,2,0
4.87,8,6,1,95.64423633301823,54.0,255,8,0
7.64,16,4,0,63.69191263176269,55.0,248858,12,0
120.88,18,5,1,60.25016696886551,80.0,450,6,0
41.63,3,1,0,127.41546375630413,85.0,36784,1,0
6.32,5,4,0,121.03303413305292,76.0,331,8,0
773.4,22,0,0,76.2403997657049,62.0,2317,8,1
9.1,23,2,0,90.6692081134388,67.0,1131,0,0
76.86,12,5,1,50.07365799599803,26.0,136,8,0
25.24,16,0,0,105.6164845172435,36.0,77,7,0
66.16,1,6,1,109.12643094993584,54.0,213,2,0
82.72,2,0,0,86.19476408204335,88.0,376,2,0
4.68,13,5,1,110.84923182943113,59.0,344,0,0
19.61,11,4,0,33.857373020818535,77.0,885,9,0
16.82,15,6,1,89.19782811665945,64.0,9993,6,0
61.85,21,5,1,59.51127556436057,54.0,765,7,0
3.68,18,0,0,61.2872272968533,43.0,2644,13,0
57.24,16,5,1,81.01400544850301,36.0,3343,6,0
102.91,22,0,0,99.01123636440474,59.0,2435,5,0
1.14,9,6,1,46.31611783300608,77.0,1970,8,0
71.63,15,4,0,61.30840131994017,44.0,782,5,0
104.36,10,0,0,40.79026134794613,63.0,841711,4,0
104.46,14,5,1,79.04160927783161,31.0,724,9,0
62.7,3,5,1,22.55594169176013,60.0,233717,1,0
10.77,13,3,0,87.53210670310027,64.0,258,5,0
36.52,23,4,0,107.54560112522981,41.0,2906700,7,0
78.75,23,6,1,77.30240011020875,42.0,467,10,0
5.76,10,0,0,86.65823875572757,84.0,46944,12,0
72.47,19,5,1,74.45171764570107,60.0,128,7,0
56.18,20,0,0,56.58384500156345,50.0,190249,5,0
109.0,17,6,1,111.960552199306,47.0,13983,5,0
38.98,21,5,1,72.60181367069026,54.0,270712,10,0
77.52,7,0,0,28.23107854616054,100.0,798,12,0
85.34,3,4,0,21.10722426030411,37.0,1102,8,0
7.15,22,4,0,110.42642337126881,31.0,34153,1,0
64.83,11,6,1,82.83213375067065,85.0,68211,11,0
27.65,9,3,0,72.9655163643892,70.0,14783,0,0
51.79,7,3,0,39.32178084189121,69.0,828,2,0
76.79,5,5,1,68.30627907078627,45.0,5848,4,0
33.53,5,2,0,108.62661542969029,52.0,1195,9,0
45.79,18,5,1,94.48138667627377,48.0,149,6,0
